id,formattedAddress,addressLine1,addressLine2,city,state,zipCode,county,latitude,longitude,propertyType,bedrooms,bathrooms,squareFootage,lotSize,yearBuilt,status,price,listedDate,removedDate,createdDate,lastSeenDate,daysOnMarket
"3110-S-225-W,---304,-Nibley,-UT-84321","3110 S 225 W, # 304, Nibley, UT 84321",3110 S 225 W,# 304,Nibley,UT,84321,Cache,41.67701286,-111.837844008,Condo,,Inactive,299990,2024-03-07T00:00:00.000Z,2024-04-20T00:00:00.000Z,2024-01-18T00:00:00.000Z,2024-04-19T00:00:00.000Z,44,3.0,2.0,1342.0,
"1399-W-Quail-Ridge-Cir,-Riverton,-UT-84065","1399 W Quail Ridge Cir, Riverton, UT 84065",1399 W Quail Ridge Cir,,Riverton,UT,84065,Salt Lake,40.524869,-111.931516,Single Family,10019.0,Inactive,589900,2024-03-07T00:00:00.000Z,2024-04-20T00:00:00.000Z,2024-03-08T00:00:00.000Z,2024-04-19T00:00:00.000Z,44,5.0,2.0,2158.0,1992.0
"3297-Adams-Ave,-Ogden,-UT-84403","3297 Adams Ave, Ogden, UT 84403",3297 Adams Ave,,Ogden,UT,84403,Weber,41.203665,-111.96845,Single Family,5227.0,Inactive,333000,2024-03-07T00:00:00.000Z,2024-04-20T00:00:00.000Z,2024-03-08T00:00:00.000Z,2024-04-19T00:00:00.000Z,44,3.0,1.5,2080.0,1924.0
"1059-N-Darcy-Dr,-North-Salt-Lake,-UT-84054","1059 N Darcy Dr, North Salt Lake, UT 84054",1059 N Darcy Dr,,North Salt Lake,UT,84054,Davis,40.860526,-111.934201,Single Family,3049.0,Inactive,500000,2024-03-08T00:00:00.000Z,2024-04-20T00:00:00.000Z,2022-01-27T06:00:49.459Z,2024-04-19T00:00:00.000Z,43,3.0,2.5,1879.0,2008.0
"3690-W-7865-S,-West-Jordan,-UT-84088","3690 W 7865 S, West Jordan, UT 84088",3690 W 7865 S,,West Jordan,UT,84088,Salt Lake,40.608534,-111.979121,Single Family,7405.0,Inactive,450000,2024-03-08T00:00:00.000Z,2024-04-20T00:00:00.000Z,2024-03-08T00:00:00.000Z,2024-04-19T00:00:00.000Z,43,4.0,1.0,1752.0,1971.0
"9071-N-Jeremy-Rd,-Park-City,-UT-84098","9071 N Jeremy Rd, Park City, UT 84098",9071 N Jeremy Rd,,Park City,UT,84098,Summit,40.76305,-111.580142,Single Family,16553.0,Inactive,2599000,2024-03-12T00:00:00.000Z,2024-04-20T00:00:00.000Z,2020-10-13T12:35:01.854Z,2024-04-19T00:00:00.000Z,39,6.0,3.0,3891.0,1999.0
"4710-N-Pioneer-Dr,-Cedar-City,-UT-84721","4710 N Pioneer Dr, Cedar City, UT 84721",4710 N Pioneer Dr,,Cedar City,UT,84721,Iron,37.76332,-113.025978,Manufactured,23087.0,Inactive,375000,2024-03-12T00:00:00.000Z,2024-04-20T00:00:00.000Z,2024-03-12T00:00:00.000Z,2024-04-19T00:00:00.000Z,39,4.0,2.0,1580.0,2023.0
"1225-E-Nathaniel-Dr-S,-Pleasant-Grove,-UT-84062","1225 E Nathaniel Dr S, Pleasant Grove, UT 84062",1225 E Nathaniel Dr S,,Pleasant Grove,UT,84062,Utah,40.35677,-111.711574,Single Family,9148.0,Inactive,599000,2024-03-13T00:00:00.000Z,2024-04-20T00:00:00.000Z,2021-04-18T12:47:13.921Z,2024-04-19T00:00:00.000Z,38,5.0,1.0,2949.0,1978.0
"280-S-300-W,-Apt-7,-Saint-George,-UT-84770","280 S 300 W, Apt 7, Saint George, UT 84770",280 S 300 W,Apt 7,Saint George,UT,84770,Washington,37.103871,-113.590453,Townhouse,1742.0,Inactive,309000,2024-03-13T00:00:00.000Z,2024-04-20T00:00:00.000Z,2022-08-11T10:23:04.983Z,2024-04-19T00:00:00.000Z,38,2.0,2.0,1192.0,1991.0
"7-S-Wolcott-St-E,-Salt-Lake-City,-UT-84103","7 S Wolcott St E, Salt Lake City, UT 84103",7 S Wolcott St E,,Salt Lake City,UT,84103,Salt Lake,40.769192,-111.848531,Single Family,12197.0,Inactive,2950000,2024-03-13T00:00:00.000Z,2024-04-20T00:00:00.000Z,2024-03-14T00:00:00.000Z,2024-04-19T00:00:00.000Z,38,5.0,2.5,6387.0,1925.0
"2910-E-Nora-Dr,-Salt-Lake-City,-UT-84124","2910 E Nora Dr, Salt Lake City, UT 84124",2910 E Nora Dr,,Salt Lake City,UT,84124,Salt Lake,40.685505,-111.809941,Single Family,6098.0,Inactive,859900,2024-03-13T00:00:00.000Z,2024-04-20T00:00:00.000Z,2024-03-14T00:00:00.000Z,2024-04-19T00:00:00.000Z,38,3.0,2.0,1848.0,1963.0
"385-W-1700-S,-Unit-36,-Salt-Lake-City,-UT-84115","385 W 1700 S, Unit 36, Salt Lake City, UT 84115",385 W 1700 S,Unit 36,Salt Lake City,UT,84115,Salt Lake,40.732903,-111.902344,Condo,436.0,Inactive,515000,2024-03-14T00:00:00.000Z,2024-04-20T00:00:00.000Z,2024-03-15T00:00:00.000Z,2024-04-19T00:00:00.000Z,37,2.0,1.5,1323.0,2024.0
"385-W-1700-S,-Unit-3,-Salt-Lake-City,-UT-84115","385 W 1700 S, Unit 3, Salt Lake City, UT 84115",385 W 1700 S,Unit 3,Salt Lake City,UT,84115,Salt Lake,40.732903,-111.902344,Condo,436.0,Inactive,525000,2024-03-14T00:00:00.000Z,2024-04-20T00:00:00.000Z,2024-03-15T00:00:00.000Z,2024-04-19T00:00:00.000Z,37,2.0,1.5,1439.0,2024.0
"5934-S-Red-Zinc-Dr,-Salt-Lake-City,-UT-84118","5934 S Red Zinc Dr, Salt Lake City, UT 84118",5934 S Red Zinc Dr,,Salt Lake City,UT,84118,Salt Lake,40.643229,-112.037182,Single Family,8276.0,Inactive,450000,2024-03-14T00:00:00.000Z,2024-04-20T00:00:00.000Z,2024-03-15T00:00:00.000Z,2024-04-19T00:00:00.000Z,37,4.0,1.0,1788.0,1983.0
"385-W-1700-S,-Unit-15,-Salt-Lake-City,-UT-84115","385 W 1700 S, Unit 15, Salt Lake City, UT 84115",385 W 1700 S,Unit 15,Salt Lake City,UT,84115,Salt Lake,40.732903,-111.902344,Townhouse,436.0,Inactive,450000,2024-03-14T00:00:00.000Z,2024-04-20T00:00:00.000Z,2024-03-15T00:00:00.000Z,2024-04-19T00:00:00.000Z,37,2.0,1.5,1323.0,2023.0
"385-W-1700-S,-Unit-46,-Salt-Lake-City,-UT-84115","385 W 1700 S, Unit 46, Salt Lake City, UT 84115",385 W 1700 S,Unit 46,Salt Lake City,UT,84115,Salt Lake,40.732903,-111.902344,Townhouse,436.0,Inactive,505000,2024-03-14T00:00:00.000Z,2024-04-20T00:00:00.000Z,2024-03-15T00:00:00.000Z,2024-04-19T00:00:00.000Z,37,2.0,1.5,1323.0,2024.0
"385-W-1700-S,-Unit-20,-Salt-Lake-City,-UT-84115","385 W 1700 S, Unit 20, Salt Lake City, UT 84115",385 W 1700 S,Unit 20,Salt Lake City,UT,84115,Salt Lake,40.732903,-111.902344,Townhouse,436.0,Inactive,475000,2024-03-14T00:00:00.000Z,2024-04-20T00:00:00.000Z,2024-03-15T00:00:00.000Z,2024-04-19T00:00:00.000Z,37,2.0,1.5,1439.0,2024.0
"385-W-1700-S,-Unit-32,-Salt-Lake-City,-UT-84115","385 W 1700 S, Unit 32, Salt Lake City, UT 84115",385 W 1700 S,Unit 32,Salt Lake City,UT,84115,Salt Lake,40.732903,-111.902344,Townhouse,436.0,Inactive,465000,2024-03-14T00:00:00.000Z,2024-04-20T00:00:00.000Z,2024-03-15T00:00:00.000Z,2024-04-19T00:00:00.000Z,37,2.0,1.5,1323.0,2024.0
"776-N-300-E,-Orem,-UT-84057","776 N 300 E, Orem, UT 84057",776 N 300 E,,Orem,UT,84057,Utah,40.3113,-111.688283,Single Family,7841.0,Inactive,384999,2024-03-14T00:00:00.000Z,2024-04-20T00:00:00.000Z,2024-03-15T00:00:00.000Z,2024-04-19T00:00:00.000Z,37,2.0,1.0,912.0,1948.0
"735-Patterson-St,-Ogden,-UT-84403","735 Patterson St, Ogden, UT 84403",735 Patterson St,,Ogden,UT,84403,Weber,41.208737,-111.961285,Single Family,8712.0,Inactive,315000,2024-03-15T00:00:00.000Z,2024-04-20T00:00:00.000Z,2024-03-15T00:00:00.000Z,2024-04-19T00:00:00.000Z,36,4.0,1.0,1600.0,1954.0
"12316-S-Boggs-Way,-Unit-267,-Herriman,-UT-84096","12316 S Boggs Way, Unit 267, Herriman, UT 84096",12316 S Boggs Way,Unit 267,Herriman,UT,84096,Salt Lake,40.527092,-112.045914,Single Family,3920.0,Inactive,599900,2024-03-15T00:00:00.000Z,2024-04-20T00:00:00.000Z,2024-03-16T00:00:00.000Z,2024-04-19T00:00:00.000Z,36,4.0,2.5,3105.0,2022.0
"1045-S-1700-W,-Apt-1532,-Payson,-UT-84651","1045 S 1700 W, Apt 1532, Payson, UT 84651",1045 S 1700 W,Apt 1532,Payson,UT,84651,Utah,40.028726,-111.761236,Condo,871.0,Inactive,285000,2024-03-18T00:00:00.000Z,2024-04-20T00:00:00.000Z,2021-10-22T05:18:23.012Z,2024-04-19T00:00:00.000Z,33,3.0,2.0,1210.0,2013.0
"587-E-Rancho-Vista-Dr,-Washington,-UT-84780","587 E Rancho Vista Dr, Washington, UT 84780",587 E Rancho Vista Dr,,Washington,UT,84780,Washington,37.110437,-113.499725,Single Family,21780.0,Inactive,650000,2024-03-18T00:00:00.000Z,2024-04-20T00:00:00.000Z,2022-08-26T09:49:11.386Z,2024-04-19T00:00:00.000Z,33,5.0,3.0,2366.0,2003.0
"643-W-550-N,-Smithfield,-UT-84335","643 W 550 N, Smithfield, UT 84335",643 W 550 N,,Smithfield,UT,84335,Cache,41.847766,-111.847934,Condo,,Inactive,351990,2024-03-19T00:00:00.000Z,2024-04-20T00:00:00.000Z,2024-03-19T00:00:00.000Z,2024-04-19T00:00:00.000Z,32,3.0,2.5,1778.0,
"595-S-200-St-E,-Enterprise,-UT-84725","595 S 200 St E, Enterprise, UT 84725",595 S 200 St E,,Enterprise,UT,84725,Washington,37.563072,-113.716219,Single Family,22216.0,Inactive,464900,2024-03-19T00:00:00.000Z,2024-04-20T00:00:00.000Z,2024-03-20T00:00:00.000Z,2024-04-19T00:00:00.000Z,32,3.0,2.0,1926.0,1997.0
"2240-E-Murray-Holladay-Rd,-Unit-177,-Holladay,-UT-84117","2240 E Murray Holladay Rd, Unit 177, Holladay, UT 84117",2240 E Murray Holladay Rd,Unit 177,Holladay,UT,84117,Salt Lake,40.667294,-111.82653,Condo,436.0,Inactive,190000,2024-03-19T00:00:00.000Z,2024-04-20T00:00:00.000Z,2024-03-20T00:00:00.000Z,2024-04-19T00:00:00.000Z,32,,1.0,493.0,1964.0
"280-N-1400-W,-Cedar-City,-UT-84721","280 N 1400 W, Cedar City, UT 84721",280 N 1400 W,,Cedar City,UT,84721,Iron,37.682268,-113.080426,Single Family,7841.0,Inactive,312000,2024-03-20T00:00:00.000Z,2024-04-20T00:00:00.000Z,2023-12-23T00:00:00.000Z,2024-04-19T00:00:00.000Z,31,2.0,1.0,1222.0,1951.0
"2027-E-2100-S,-Salt-Lake-City,-UT-84109","2027 E 2100 S, Salt Lake City, UT 84109",2027 E 2100 S,,Salt Lake City,UT,84109,Salt Lake,40.725719,-111.832761,Single Family,5663.0,Inactive,735000,2024-03-20T00:00:00.000Z,2024-04-20T00:00:00.000Z,2024-03-21T00:00:00.000Z,2024-04-19T00:00:00.000Z,31,4.0,2.0,1972.0,1947.0
"595-S-200-St,-Enterprise,-UT-84725","595 S 200 St, Enterprise, UT 84725",595 S 200 St,,Enterprise,UT,84725,Washington,37.563072,-113.716219,Single Family,22216.0,Inactive,464900,2024-03-20T00:00:00.000Z,2024-04-20T00:00:00.000Z,2024-03-21T00:00:00.000Z,2024-04-19T00:00:00.000Z,31,3.0,2.0,1926.0,1997.0
"3402-E-Chimney-Rock-Dr,-Saint-George,-UT-84790","3402 E Chimney Rock Dr, Saint George, UT 84790",3402 E Chimney Rock Dr,,Saint George,UT,84790,Washington,37.001686,-113.513591,Single Family,10454.0,Inactive,725000,2024-03-21T00:00:00.000Z,2024-04-20T00:00:00.000Z,2024-03-22T00:00:00.000Z,2024-04-19T00:00:00.000Z,30,3.0,2.5,2143.0,2015.0
"2115-E-Castle-Hill-Ave,-Salt-Lake-City,-UT-84121","2115 E Castle Hill Ave, Salt Lake City, UT 84121",2115 E Castle Hill Ave,,Salt Lake City,UT,84121,Salt Lake,40.615877,-111.830657,Single Family,8276.0,Inactive,699000,2024-03-21T00:00:00.000Z,2024-04-20T00:00:00.000Z,2024-03-29T00:00:00.000Z,2024-04-19T00:00:00.000Z,30,5.0,1.0,2619.0,1970.0
"3155-S-4440-W,-West-Valley-City,-UT-84120","3155 S 4440 W, West Valley City, UT 84120",3155 S 4440 W,,West Valley City,UT,84120,Salt Lake,40.702831,-111.996914,Single Family,9583.0,Inactive,504900,2024-03-22T00:00:00.000Z,2024-04-20T00:00:00.000Z,2022-04-05T12:29:39.256Z,2024-04-19T00:00:00.000Z,29,3.0,2.0,2028.0,1965.0
"3444-W-2610-S,-Hurricane,-UT-84737","3444 W 2610 S, Hurricane, UT 84737",3444 W 2610 S,,Hurricane,UT,84737,Washington,37.136093,-113.36807,Single Family,10019.0,Inactive,650000,2024-03-22T00:00:00.000Z,2024-04-20T00:00:00.000Z,2023-09-22T00:00:00.000Z,2024-04-19T00:00:00.000Z,29,4.0,2.0,2334.0,2016.0
"3795-S-4250-W,-Unit-D,-West-Haven,-UT-84401","3795 S 4250 W, Unit D, West Haven, UT 84401",3795 S 4250 W,Unit D,West Haven,UT,84401,Weber,41.199917,-112.086284,Single Family,,Inactive,509900,2024-03-22T00:00:00.000Z,2024-04-20T00:00:00.000Z,2024-02-02T00:00:00.000Z,2024-04-19T00:00:00.000Z,29,3.0,2.0,1816.0,
"587-E-Rancho-Dr,-Washington,-UT-84780","587 E Rancho Dr, Washington, UT 84780",587 E Rancho Dr,,Washington,UT,84780,Washington,37.110437,-113.499725,Single Family,21780.0,Inactive,650000,2024-03-22T00:00:00.000Z,2024-04-20T00:00:00.000Z,2024-03-22T00:00:00.000Z,2024-04-19T00:00:00.000Z,29,5.0,3.0,2366.0,2003.0
"3720-N-Sundial-Ct,-Unit-B304,-Park-City,-UT-84098","3720 N Sundial Ct, Unit B304, Park City, UT 84098",3720 N Sundial Ct,Unit B304,Park City,UT,84098,Summit,40.684498,-111.556885,Condo,2178.0,Inactive,540000,2024-03-22T00:00:00.000Z,2024-04-20T00:00:00.000Z,2024-03-23T00:00:00.000Z,2024-04-19T00:00:00.000Z,29,1.0,1.0,450.0,1999.0
"3115-S-200-W,---302,-Nibley,-UT-84321","3115 S 200 W, # 302, Nibley, UT 84321",3115 S 200 W,# 302,Nibley,UT,84321,Cache,41.67701286,-111.837844008,Condo,,Inactive,299990,2024-03-22T00:00:00.000Z,2024-04-20T00:00:00.000Z,2024-03-23T00:00:00.000Z,2024-04-19T00:00:00.000Z,29,3.0,2.0,1342.0,
"3115-S-200-W,---304,-Nibley,-UT-84321","3115 S 200 W, # 304, Nibley, UT 84321",3115 S 200 W,# 304,Nibley,UT,84321,Cache,41.67701286,-111.837844008,Condo,,Inactive,299990,2024-03-22T00:00:00.000Z,2024-04-20T00:00:00.000Z,2024-03-23T00:00:00.000Z,2024-04-19T00:00:00.000Z,29,3.0,2.0,1342.0,
"3115-S-200-W,---303,-Nibley,-UT-84321","3115 S 200 W, # 303, Nibley, UT 84321",3115 S 200 W,# 303,Nibley,UT,84321,Cache,41.67701286,-111.837844008,Condo,,Inactive,299990,2024-03-22T00:00:00.000Z,2024-04-20T00:00:00.000Z,2024-03-23T00:00:00.000Z,2024-04-19T00:00:00.000Z,29,3.0,2.0,1342.0,
"3115-S-200-W,---204,-Nibley,-UT-84321","3115 S 200 W, # 204, Nibley, UT 84321",3115 S 200 W,# 204,Nibley,UT,84321,Cache,41.67701286,-111.837844008,Condo,,Inactive,289990,2024-03-22T00:00:00.000Z,2024-04-20T00:00:00.000Z,2024-03-23T00:00:00.000Z,2024-04-19T00:00:00.000Z,29,3.0,2.0,1342.0,
"3115-S-200-W,---101,-Nibley,-UT-84321","3115 S 200 W, # 101, Nibley, UT 84321",3115 S 200 W,# 101,Nibley,UT,84321,Cache,41.67701286,-111.837844008,Condo,,Inactive,309990,2024-03-22T00:00:00.000Z,2024-04-20T00:00:00.000Z,2024-03-23T00:00:00.000Z,2024-04-19T00:00:00.000Z,29,3.0,2.0,1342.0,
"3115-S-200-W,---102,-Nibley,-UT-84321","3115 S 200 W, # 102, Nibley, UT 84321",3115 S 200 W,# 102,Nibley,UT,84321,Cache,41.67701286,-111.837844008,Condo,,Inactive,309990,2024-03-22T00:00:00.000Z,2024-04-20T00:00:00.000Z,2024-03-23T00:00:00.000Z,2024-04-19T00:00:00.000Z,29,3.0,2.0,1342.0,
"3990-N-Wildcat-Ln,---327,-Eagle-Mountain,-UT-84005","3990 N Wildcat Ln, # 327, Eagle Mountain, UT 84005",3990 N Wildcat Ln,# 327,Eagle Mountain,UT,84005,Utah,40.305218,-112.010597,Townhouse,1307.0,Inactive,389990,2024-03-23T00:00:00.000Z,2024-04-20T00:00:00.000Z,2024-03-23T00:00:00.000Z,2024-04-19T00:00:00.000Z,28,4.0,3.0,1843.0,2024.0
"1203-W-1300-N,-Provo,-UT-84604","1203 W 1300 N, Provo, UT 84604",1203 W 1300 N,,Provo,UT,84604,Utah,40.251295,-111.680309,Single Family,8276.0,Inactive,515000,2024-03-26T00:00:00.000Z,2024-04-20T00:00:00.000Z,2024-03-27T00:00:00.000Z,2024-04-19T00:00:00.000Z,25,4.0,2.5,3180.0,1961.0
"3579-S-Byde-A-Wyle-Rd-W,-Unit-145,-West-Valley-City,-UT-84119","3579 S Byde A Wyle Rd W, Unit 145, West Valley City, UT 84119",3579 S Byde A Wyle Rd W,Unit 145,West Valley City,UT,84119,Salt Lake,40.695074,-111.927106,Manufactured,436.0,Inactive,60000,2024-03-26T00:00:00.000Z,2024-04-20T00:00:00.000Z,2024-04-03T00:00:00.000Z,2024-04-19T00:00:00.000Z,25,2.0,1.0,704.0,2011.0
"3675-E-3820-S,-Apt-3,-Salt-Lake-City,-UT-84109","3675 E 3820 S, Apt 3, Salt Lake City, UT 84109",3675 E 3820 S,Apt 3,Salt Lake City,UT,84109,Salt Lake,40.688842,-111.79209,Condo,,Inactive,460000,2024-03-27T00:00:00.000Z,2024-04-20T00:00:00.000Z,2022-07-17T11:46:18.295Z,2024-04-19T00:00:00.000Z,24,2.0,1.0,1060.0,1981.0
"13067-S-Agnes-Cv,-Draper,-UT-84020","13067 S Agnes Cv, Draper, UT 84020",13067 S Agnes Cv,,Draper,UT,84020,Salt Lake,40.514655,-111.884147,Single Family,13504.0,Inactive,1395000,2024-03-27T00:00:00.000Z,2024-04-20T00:00:00.000Z,2023-05-18T00:00:00.000Z,2024-04-19T00:00:00.000Z,24,5.0,4.5,5228.0,2017.0
"879-N-Morton-Dr-W,-Salt-Lake-City,-UT-84116","879 N Morton Dr W, Salt Lake City, UT 84116",879 N Morton Dr W,,Salt Lake City,UT,84116,Salt Lake,40.788506,-111.945581,Single Family,6534.0,Inactive,480000,2024-03-27T00:00:00.000Z,2024-04-20T00:00:00.000Z,2024-03-27T00:00:00.000Z,2024-04-19T00:00:00.000Z,24,5.0,2.0,1909.0,1978.0
"1248-N-Willowbrook-Ln,-Saratoga-Springs,-UT-84045","1248 N Willowbrook Ln, Saratoga Springs, UT 84045",1248 N Willowbrook Ln,,Saratoga Springs,UT,84045,Utah,40.384793,-111.910874,Townhouse,1307.0,Inactive,439900,2024-03-27T00:00:00.000Z,2024-04-20T00:00:00.000Z,2024-03-28T00:00:00.000Z,2024-04-19T00:00:00.000Z,24,4.0,3.5,2646.0,2013.0
"2474-W-Chardonnay-Ln,-Saint-George,-UT-84770","2474 W Chardonnay Ln, Saint George, UT 84770",2474 W Chardonnay Ln,,Saint George,UT,84770,Washington,37.116833,-113.635687,Single Family,10454.0,Inactive,1125000,2024-03-28T00:00:00.000Z,2024-04-20T00:00:00.000Z,2023-12-16T00:00:00.000Z,2024-04-19T00:00:00.000Z,23,5.0,3.5,3862.0,2023.0
"66-N-205-W,-Centerville,-UT-84014","66 N 205 W, Centerville, UT 84014",66 N 205 W,,Centerville,UT,84014,Davis,40.917715,-111.882985,Townhouse,1742.0,Inactive,480000,2024-03-28T00:00:00.000Z,2024-04-20T00:00:00.000Z,2024-03-29T00:00:00.000Z,2024-04-19T00:00:00.000Z,23,3.0,2.0,2270.0,2009.0
"766-S-Nancy-Dr-E,-Ogden,-UT-84403","766 S Nancy Dr E, Ogden, UT 84403",766 S Nancy Dr E,,Ogden,UT,84403,Weber,41.177613,-111.958773,Single Family,10454.0,Inactive,482000,2024-03-28T00:00:00.000Z,2024-04-20T00:00:00.000Z,2024-04-07T00:00:00.000Z,2024-04-19T00:00:00.000Z,23,4.0,1.0,2475.0,1974.0
"877-E-5550-S,-Unit-43,-Ogden,-UT-84405","877 E 5550 S, Unit 43, Ogden, UT 84405",877 E 5550 S,Unit 43,Ogden,UT,84405,Weber,41.162304,-111.957735,Condo,871.0,Inactive,385000,2024-03-29T00:00:00.000Z,2024-04-20T00:00:00.000Z,2024-03-30T00:00:00.000Z,2024-04-19T00:00:00.000Z,22,4.0,1.5,2442.0,1966.0
"535-E-Veyo-Resort-Rd,-Veyo,-UT-84782","535 E Veyo Resort Rd, Veyo, UT 84782",535 E Veyo Resort Rd,,Veyo,UT,84782,Washington,37.335019,-113.681128,Single Family,435600.0,Inactive,979000,2024-03-29T00:00:00.000Z,2024-04-20T00:00:00.000Z,2024-03-30T00:00:00.000Z,2024-04-19T00:00:00.000Z,22,4.0,2.5,2669.0,2001.0
"12734-S-Timber-Run-Dr,-Riverton,-UT-84096","12734 S Timber Run Dr, Riverton, UT 84096",12734 S Timber Run Dr,,Riverton,UT,84096,Salt Lake,40.52008,-112.008437,Townhouse,436.0,Inactive,418000,2024-03-29T00:00:00.000Z,2024-04-20T00:00:00.000Z,2024-03-30T00:00:00.000Z,2024-04-19T00:00:00.000Z,22,4.0,2.5,1822.0,2003.0
"1465-S-3750-E,---1228,-Spanish-Fork,-UT-84660","1465 S 3750 E, # 1228, Spanish Fork, UT 84660",1465 S 3750 E,# 1228,Spanish Fork,UT,84660,Utah,40.09457,-111.5975,Townhouse,1307.0,Inactive,404990,2024-03-31T00:00:00.000Z,2024-04-20T00:00:00.000Z,2024-04-12T00:00:00.000Z,2024-04-19T00:00:00.000Z,20,3.0,2.5,2187.0,2023.0
"148-E-Boxcar-Ln,-Saratoga-Springs,-UT-84045","148 E Boxcar Ln, Saratoga Springs, UT 84045",148 E Boxcar Ln,,Saratoga Springs,UT,84045,Utah,40.354588,-111.912699,Townhouse,871.0,Inactive,439000,2024-04-01T00:00:00.000Z,2024-04-20T00:00:00.000Z,2023-05-05T00:00:00.000Z,2024-04-19T00:00:00.000Z,19,3.0,2.5,2327.0,2018.0
"12694-S-2295-W,-Riverton,-UT-84065","12694 S 2295 W, Riverton, UT 84065",12694 S 2295 W,,Riverton,UT,84065,Salt Lake,40.520906,-111.950465,Single Family,10454.0,Inactive,578750,2024-04-02T00:00:00.000Z,2024-04-20T00:00:00.000Z,2024-04-02T00:00:00.000Z,2024-04-19T00:00:00.000Z,18,4.0,1.0,2336.0,1979.0
"1581-S-3750-E,---199,-Spanish-Fork,-UT-84660","1581 S 3750 E, # 199, Spanish Fork, UT 84660",1581 S 3750 E,# 199,Spanish Fork,UT,84660,Utah,40.09457,-111.5975,Single Family,6970.0,Inactive,519990,2024-04-02T00:00:00.000Z,2024-04-20T00:00:00.000Z,2024-04-12T00:00:00.000Z,2024-04-19T00:00:00.000Z,18,3.0,2.0,3248.0,2024.0
"680-Oak-Ln,-Kaysville,-UT-84037","680 Oak Ln, Kaysville, UT 84037",680 Oak Ln,,Kaysville,UT,84037,Davis,41.040636,-111.923484,Single Family,15246.0,Inactive,775000,2024-04-03T00:00:00.000Z,2024-04-20T00:00:00.000Z,2024-04-03T00:00:00.000Z,2024-04-19T00:00:00.000Z,17,5.0,2.0,3674.0,1967.0
"1463-S-3750-E,---1227,-Spanish-Fork,-UT-84660","1463 S 3750 E, # 1227, Spanish Fork, UT 84660",1463 S 3750 E,# 1227,Spanish Fork,UT,84660,Utah,40.09457,-111.5975,Townhouse,,Inactive,414990,2024-04-03T00:00:00.000Z,2024-04-20T00:00:00.000Z,2024-04-12T00:00:00.000Z,2024-04-19T00:00:00.000Z,17,3.0,2.5,2187.0,
"5015-W-1930-S,-Hurricane,-UT-84737","5015 W 1930 S, Hurricane, UT 84737",5015 W 1930 S,,Hurricane,UT,84737,Washington,37.144133,-113.401146,Single Family,10454.0,Inactive,799000,2024-04-04T00:00:00.000Z,2024-04-20T00:00:00.000Z,2024-04-05T00:00:00.000Z,2024-04-19T00:00:00.000Z,16,4.0,3.0,2579.0,2024.0
"1938-E-Charleston-Ln,-Holladay,-UT-84121","1938 E Charleston Ln, Holladay, UT 84121",1938 E Charleston Ln,,Holladay,UT,84121,Salt Lake,40.644147,-111.83614,Townhouse,5663.0,Inactive,1000000,2024-04-05T00:00:00.000Z,2024-04-20T00:00:00.000Z,2021-10-28T14:26:31.984Z,2024-04-19T00:00:00.000Z,15,4.0,3.0,3130.0,2003.0
"1042-S-6300-W,-Cedar-City,-UT-84720","1042 S 6300 W, Cedar City, UT 84720",1042 S 6300 W,,Cedar City,UT,84720,Iron,37.658348,-113.186631,Single Family,843757.0,Inactive,449900,2024-04-05T00:00:00.000Z,2024-04-20T00:00:00.000Z,2024-04-06T00:00:00.000Z,2024-04-19T00:00:00.000Z,15,3.0,2.0,1090.0,1995.0
"1148-Northfield-Rd,-Unit-41,-Cedar-City,-UT-84721","1148 Northfield Rd, Unit 41, Cedar City, UT 84721",1148 Northfield Rd,Unit 41,Cedar City,UT,84721,Iron,37.696603,-113.066923,Townhouse,871.0,Inactive,249900,2024-04-05T00:00:00.000Z,2024-04-20T00:00:00.000Z,2024-04-06T00:00:00.000Z,2024-04-19T00:00:00.000Z,15,3.0,2.5,1365.0,2004.0
"1148-N-Northfield-Rd,-Unit-41,-Cedar-City,-UT-84721","1148 N Northfield Rd, Unit 41, Cedar City, UT 84721",1148 N Northfield Rd,Unit 41,Cedar City,UT,84721,Iron,37.696603,-113.066923,Townhouse,871.0,Inactive,249900,2024-04-05T00:00:00.000Z,2024-04-20T00:00:00.000Z,2024-04-06T00:00:00.000Z,2024-04-19T00:00:00.000Z,15,3.0,2.0,1365.0,2004.0
"1086-W-2325-N,-Layton,-UT-84041","1086 W 2325 N, Layton, UT 84041",1086 W 2325 N,,Layton,UT,84041,Davis,41.094482,-111.985588,Single Family,436.0,Inactive,489900,2024-04-05T00:00:00.000Z,2024-04-20T00:00:00.000Z,2024-04-06T00:00:00.000Z,2024-04-19T00:00:00.000Z,15,3.0,1.0,1546.0,2006.0
"225-N-Country-Ln,-Unit-64,-Saint-George,-UT-84770","225 N Country Ln, Unit 64, Saint George, UT 84770",225 N Country Ln,Unit 64,Saint George,UT,84770,Washington,37.112421,-113.632346,Condo,,Inactive,425000,2024-04-06T00:00:00.000Z,2024-04-20T00:00:00.000Z,2024-04-07T00:00:00.000Z,2024-04-19T00:00:00.000Z,14,3.0,2.0,1714.0,2006.0
"3911-S-5350-W,-Hooper,-UT-84315","3911 S 5350 W, Hooper, UT 84315",3911 S 5350 W,,Hooper,UT,84315,Weber,41.190812,-112.107964,Single Family,,Inactive,639990,2024-04-06T00:00:00.000Z,2024-04-20T00:00:00.000Z,2024-04-12T00:00:00.000Z,2024-04-19T00:00:00.000Z,14,3.0,2.5,2049.0,
