id,formattedAddress,addressLine1,addressLine2,city,state,zipCode,county,latitude,longitude,propertyType,bedrooms,bathrooms,squareFootage,lotSize,yearBuilt,status,price,listedDate,removedDate,createdDate,lastSeenDate,daysOnMarket
"4340-W-5100-S,-Kearns,-UT-84118","4340 W 5100 S, Kearns, UT 84118",4340 W 5100 S,,Kearns,UT,84118,Salt Lake,40.658736,-111.994655,Single Family,3.0,1.0,1440.0,7405.0,1956.0,Inactive,374900,2024-04-13T00:00:00.000Z,2024-05-04T00:00:00.000Z,2024-04-13T00:00:00.000Z,2024-05-03T00:00:00.000Z,21
"2000-Prospector-Ave,-Unit-210,-Park-City,-UT-84060","2000 Prospector Ave, Unit 210, Park City, UT 84060",2000 Prospector Ave,Unit 210,Park City,UT,84060,Summit,40.663231,-111.495872,Condo,2.0,1.0,722.0,436.0,1983.0,Inactive,609999,2024-04-15T00:00:00.000Z,2024-05-04T00:00:00.000Z,2022-09-17T09:08:24.345Z,2024-05-03T00:00:00.000Z,19
"1084-S-2810-E,-Spanish-Fork,-UT-84660","1084 S 2810 E, Spanish Fork, UT 84660",1084 S 2810 E,,Spanish Fork,UT,84660,Utah,40.0956,-111.607712,Townhouse,3.0,2.5,1957.0,871.0,2024.0,Inactive,450000,2024-04-15T00:00:00.000Z,2024-05-04T00:00:00.000Z,2024-04-16T00:00:00.000Z,2024-05-03T00:00:00.000Z,19
"1730-W-Stonebridge-Dr,-Unit-14,-Saint-George,-UT-84770","1730 W Stonebridge Dr, Unit 14, Saint George, UT 84770",1730 W Stonebridge Dr,Unit 14,Saint George,UT,84770,Washington,37.109389,-113.619449,Single Family,3.0,2.0,1503.0,3485.0,2002.0,Inactive,465000,2024-04-15T00:00:00.000Z,2024-05-04T00:00:00.000Z,2024-04-16T00:00:00.000Z,2024-05-03T00:00:00.000Z,19
"1152-N-Tuweap-Dr,-Ivins,-UT-84738","1152 N Tuweap Dr, Ivins, UT 84738",1152 N Tuweap Dr,,Ivins,UT,84738,Washington,37.189009,-113.709361,Single Family,4.0,3.0,3514.0,47045.0,2023.0,Inactive,2250000,2024-04-15T00:00:00.000Z,2024-05-04T00:00:00.000Z,2024-04-16T00:00:00.000Z,2024-05-03T00:00:00.000Z,19
"2860-S-8850-W,-Magna,-UT-84044","2860 S 8850 W, Magna, UT 84044",2860 S 8850 W,,Magna,UT,84044,Salt Lake,40.708158,-112.10304,Single Family,4.0,2.0,1654.0,6534.0,1917.0,Inactive,360000,2024-04-15T00:00:00.000Z,2024-05-04T00:00:00.000Z,2024-04-16T00:00:00.000Z,2024-05-03T00:00:00.000Z,19
"617-E-Thatcher-Way,-Midvale,-UT-84047","617 E Thatcher Way, Midvale, UT 84047",617 E Thatcher Way,,Midvale,UT,84047,Salt Lake,40.623609,-111.874097,Condo,4.0,2.0,2270.0,436.0,1991.0,Inactive,419000,2024-04-16T00:00:00.000Z,2024-05-04T00:00:00.000Z,2024-04-16T00:00:00.000Z,2024-05-03T00:00:00.000Z,18
"8829-N-Suffolk-Ln,-Eagle-Mountain,-UT-84005","8829 N Suffolk Ln, Eagle Mountain, UT 84005",8829 N Suffolk Ln,,Eagle Mountain,UT,84005,Utah,40.374198,-111.964477,Single Family,6.0,3.0,3431.0,9148.0,2013.0,Inactive,599900,2024-04-17T00:00:00.000Z,2024-05-04T00:00:00.000Z,2024-04-18T00:00:00.000Z,2024-05-03T00:00:00.000Z,17
"2640-S-400-E,-Salt-Lake-City,-UT-84115","2640 S 400 E, Salt Lake City, UT 84115",2640 S 400 E,,Salt Lake City,UT,84115,Salt Lake,40.713458,-111.880135,Single Family,2.0,1.0,711.0,7405.0,1941.0,Inactive,449000,2024-04-18T00:00:00.000Z,2024-05-04T00:00:00.000Z,2021-07-11T11:02:58.797Z,2024-05-03T00:00:00.000Z,16
"1810-S-800-E,-Salt-Lake-City,-UT-84105","1810 S 800 E, Salt Lake City, UT 84105",1810 S 800 E,,Salt Lake City,UT,84105,Salt Lake,40.730915,-111.868589,Multi-Family,10.0,5.0,4152.0,7841.0,1948.0,Inactive,1050000,2024-04-18T00:00:00.000Z,2024-05-04T00:00:00.000Z,2023-10-28T00:00:00.000Z,2024-05-03T00:00:00.000Z,16
"4918-N-Winchester-Dr,-Lot-36,-Enoch,-UT-84721","4918 N Winchester Dr, Lot 36, Enoch, UT 84721",4918 N Winchester Dr,Lot 36,Enoch,UT,84721,Iron,37.76797,-113.045389,Single Family,3.0,2.0,1386.0,11326.0,2024.0,Inactive,399999,2024-04-18T00:00:00.000Z,2024-05-04T00:00:00.000Z,2024-02-23T00:00:00.000Z,2024-05-03T00:00:00.000Z,16
"206-W-1480-S,-Orem,-UT-84058","206 W 1480 S, Orem, UT 84058",206 W 1480 S,,Orem,UT,84058,Utah,40.270267,-111.700045,Single Family,4.0,3.0,2910.0,9148.0,1979.0,Inactive,695000,2024-04-19T00:00:00.000Z,2024-05-04T00:00:00.000Z,2023-11-22T00:00:00.000Z,2024-05-03T00:00:00.000Z,15
"2355-N-Park-Center-Dr,-Washington,-UT-84780","2355 N Park Center Dr, Washington, UT 84780",2355 N Park Center Dr,,Washington,UT,84780,Washington,37.162829,-113.448335,Townhouse,4.0,4.5,2096.0,1307.0,2018.0,Inactive,699000,2024-04-20T00:00:00.000Z,2024-05-04T00:00:00.000Z,2022-12-10T09:20:32.144Z,2024-05-03T00:00:00.000Z,14
"2355-N-Park-Dr,-Washington,-UT-84780","2355 N Park Dr, Washington, UT 84780",2355 N Park Dr,,Washington,UT,84780,Washington,37.162829,-113.448335,Townhouse,4.0,4.5,2096.0,1307.0,2018.0,Inactive,699000,2024-04-20T00:00:00.000Z,2024-05-04T00:00:00.000Z,2022-12-16T09:31:27.914Z,2024-05-03T00:00:00.000Z,14
"872-W-930-N,-Tremonton,-UT-84337","872 W 930 N, Tremonton, UT 84337",872 W 930 N,,Tremonton,UT,84337,Box Elder,41.724812,-112.17717,Single Family,3.0,2.5,2334.0,9583.0,2022.0,Inactive,500000,2024-04-20T00:00:00.000Z,2024-05-04T00:00:00.000Z,2023-10-22T00:00:00.000Z,2024-05-03T00:00:00.000Z,14
"1885-S-775-E,-Bountiful,-UT-84010","1885 S 775 E, Bountiful, UT 84010",1885 S 775 E,,Bountiful,UT,84010,Davis,40.869136,-111.865097,Single Family,5.0,2.0,3150.0,10019.0,1961.0,Inactive,725000,2024-04-20T00:00:00.000Z,2024-05-04T00:00:00.000Z,2024-04-20T00:00:00.000Z,2024-05-03T00:00:00.000Z,14
"719-W-1500-N,-Orem,-UT-84057","719 W 1500 N, Orem, UT 84057",719 W 1500 N,,Orem,UT,84057,Utah,40.324443,-111.713009,Single Family,5.0,3.5,2749.0,10019.0,1991.0,Inactive,619900,2024-04-21T00:00:00.000Z,2024-05-04T00:00:00.000Z,2024-04-22T00:00:00.000Z,2024-05-03T00:00:00.000Z,13
"7408-S-700-E,-Midvale,-UT-84047","7408 S 700 E, Midvale, UT 84047",7408 S 700 E,,Midvale,UT,84047,Salt Lake,40.616747,-111.87252,Multi-Family,5.0,3.0,3095.0,8276.0,1942.0,Inactive,665000,2024-04-22T00:00:00.000Z,2024-05-04T00:00:00.000Z,2024-04-23T00:00:00.000Z,2024-05-03T00:00:00.000Z,12
"763-E,---930,-Heber-City,-UT-84032","763 E, # 930, Heber City, UT 84032",763 E,# 930,Heber City,UT,84032,Wasatch,40.497946,-111.398022,Single Family,5.0,3.5,3245.0,8712.0,2013.0,Inactive,869000,2024-04-22T00:00:00.000Z,2024-05-04T00:00:00.000Z,2024-04-23T00:00:00.000Z,2024-05-03T00:00:00.000Z,12
"3924-S-3400-W,-West-Haven,-UT-84401","3924 S 3400 W, West Haven, UT 84401",3924 S 3400 W,,West Haven,UT,84401,Weber,41.192089,-112.061687,Townhouse,3.0,2.5,1552.0,4356.0,2022.0,Inactive,405000,2024-04-23T00:00:00.000Z,2024-05-04T00:00:00.000Z,2024-04-24T00:00:00.000Z,2024-05-03T00:00:00.000Z,11
"941-W-Bryanston-Cv,-Murray,-UT-84123","941 W Bryanston Cv, Murray, UT 84123",941 W Bryanston Cv,,Murray,UT,84123,Salt Lake,40.644875,-111.917621,Single Family,5.0,2.0,3068.0,8276.0,1988.0,Inactive,749000,2024-04-23T00:00:00.000Z,2024-05-04T00:00:00.000Z,2024-04-24T00:00:00.000Z,2024-05-03T00:00:00.000Z,11
"1163-N-6400-W,-Cedar-City,-UT-84721","1163 N 6400 W, Cedar City, UT 84721",1163 N 6400 W,,Cedar City,UT,84721,Iron,37.698989,-113.186939,Manufactured,3.0,2.0,1288.0,43560.0,1994.0,Inactive,325000,2024-04-24T00:00:00.000Z,2024-05-04T00:00:00.000Z,2024-04-25T00:00:00.000Z,2024-05-03T00:00:00.000Z,10
"4961-W-Boulder-Cir,-Hurricane,-UT-84737","4961 W Boulder Cir, Hurricane, UT 84737",4961 W Boulder Cir,,Hurricane,UT,84737,Washington,37.117309,-113.400549,Single Family,3.0,3.0,2242.0,6970.0,2008.0,Inactive,750000,2024-04-25T00:00:00.000Z,2024-05-04T00:00:00.000Z,2022-02-16T11:14:03.374Z,2024-05-03T00:00:00.000Z,9
"10384-S-2950-W,-South-Jordan,-UT-84095","10384 S 2950 W, South Jordan, UT 84095",10384 S 2950 W,,South Jordan,UT,84095,Salt Lake,40.562607,-111.962681,Single Family,5.0,1.5,2242.0,20038.0,1975.0,Inactive,575000,2024-04-25T00:00:00.000Z,2024-05-04T00:00:00.000Z,2024-02-16T00:00:00.000Z,2024-05-03T00:00:00.000Z,9
"4008-S-Cottonwoods-Ct,-Nibley,-UT-84321","4008 S Cottonwoods Ct, Nibley, UT 84321",4008 S Cottonwoods Ct,,Nibley,UT,84321,Cache,41.659685,-111.828494,Single Family,5.0,2.0,3783.0,13504.0,2019.0,Inactive,775000,2024-04-25T00:00:00.000Z,2024-05-04T00:00:00.000Z,2024-04-25T00:00:00.000Z,2024-05-03T00:00:00.000Z,9
"480-W-2650-N,-Sunset,-UT-84015","480 W 2650 N, Sunset, UT 84015",480 W 2650 N,,Sunset,UT,84015,Davis,41.152599,-112.035872,Townhouse,3.0,1.5,1280.0,871.0,2018.0,Inactive,349900,2024-04-25T00:00:00.000Z,2024-05-04T00:00:00.000Z,2024-04-26T00:00:00.000Z,2024-05-03T00:00:00.000Z,9
"1532-W-870-N,-Pleasant-Grove,-UT-84062","1532 W 870 N, Pleasant Grove, UT 84062",1532 W 870 N,,Pleasant Grove,UT,84062,Utah,40.373117,-111.762607,Single Family,6.0,1.0,3102.0,8712.0,1997.0,Inactive,599129,2024-04-25T00:00:00.000Z,2024-05-04T00:00:00.000Z,2024-04-26T00:00:00.000Z,2024-05-03T00:00:00.000Z,9
"2783-E-Griffin-Aly,-Unit-423,-Eagle-Mountain,-UT-84005","2783 E Griffin Aly, Unit 423, Eagle Mountain, UT 84005",2783 E Griffin Aly,Unit 423,Eagle Mountain,UT,84005,Utah,40.353646,-111.990537,Townhouse,3.0,2.5,1532.0,871.0,2024.0,Inactive,379000,2024-04-25T00:00:00.000Z,2024-05-04T00:00:00.000Z,2024-04-26T00:00:00.000Z,2024-05-03T00:00:00.000Z,9
"1140-E-500-N,-Orem,-UT-84097","1140 E 500 N, Orem, UT 84097",1140 E 500 N,,Orem,UT,84097,Utah,40.306341,-111.668482,Single Family,6.0,2.0,2100.0,8712.0,1974.0,Inactive,589500,2024-04-26T00:00:00.000Z,2024-05-04T00:00:00.000Z,2024-02-01T00:00:00.000Z,2024-05-03T00:00:00.000Z,8
"1122-E-Countrywoods-Cir,-Unit-D11,-Cottonwood-Heights,-UT-84047","1122 E Countrywoods Cir, Unit D11, Cottonwood Heights, UT 84047",1122 E Countrywoods Cir,Unit D11,Cottonwood Heights,UT,84047,Salt Lake,40.625576,-111.85939,Condo,2.0,1.0,784.0,436.0,1979.0,Inactive,310000,2024-04-26T00:00:00.000Z,2024-05-04T00:00:00.000Z,2024-04-26T00:00:00.000Z,2024-05-03T00:00:00.000Z,8
"5255-S-Kinsmen-Cir,-Salt-Lake-City,-UT-84118","5255 S Kinsmen Cir, Salt Lake City, UT 84118",5255 S Kinsmen Cir,,Salt Lake City,UT,84118,Salt Lake,40.655859,-112.020928,Single Family,4.0,1.0,2016.0,6534.0,1976.0,Inactive,435000,2024-04-26T00:00:00.000Z,2024-05-04T00:00:00.000Z,2024-04-27T00:00:00.000Z,2024-05-03T00:00:00.000Z,8
"1270-S-Alpine-Loop,-Provo,-UT-84606","1270 S Alpine Loop, Provo, UT 84606",1270 S Alpine Loop,,Provo,UT,84606,Utah,40.217364,-111.627205,Townhouse,3.0,2.5,2012.0,15246.0,2000.0,Inactive,424999,2024-04-26T00:00:00.000Z,2024-05-04T00:00:00.000Z,2024-04-27T00:00:00.000Z,2024-05-03T00:00:00.000Z,8
"5248-N-Cambridge-Way,-Stansbury-Park,-UT-84074","5248 N Cambridge Way, Stansbury Park, UT 84074",5248 N Cambridge Way,,Stansbury Park,UT,84074,Tooele,40.62468,-112.294637,Single Family,4.0,1.0,2452.0,9148.0,2006.0,Inactive,484900,2024-04-27T00:00:00.000Z,2024-05-04T00:00:00.000Z,2023-09-14T00:00:00.000Z,2024-05-03T00:00:00.000Z,7
"4598-S-Red-Sage-Ct,-Murray,-UT-84107","4598 S Red Sage Ct, Murray, UT 84107",4598 S Red Sage Ct,,Murray,UT,84107,Salt Lake,40.671121,-111.867194,Townhouse,3.0,2.5,1605.0,436.0,2004.0,Inactive,465000,2024-04-27T00:00:00.000Z,2024-05-04T00:00:00.000Z,2024-04-27T00:00:00.000Z,2024-05-03T00:00:00.000Z,7
"1881-E-Underwood-Ln,---403,-Eagle-Mountain,-UT-84005","1881 E Underwood Ln, # 403, Eagle Mountain, UT 84005",1881 E Underwood Ln,# 403,Eagle Mountain,UT,84005,Utah,40.30475,-112.0094,Townhouse,4.0,3.0,1842.0,1307.0,2024.0,Inactive,387990,2024-04-30T00:00:00.000Z,2024-05-04T00:00:00.000Z,2024-04-11T00:00:00.000Z,2024-05-03T00:00:00.000Z,4
"887-W-1470-N,-Clinton,-UT-84015","887 W 1470 N, Clinton, UT 84015",887 W 1470 N,,Clinton,UT,84015,Davis,41.134923,-112.043025,Single Family,4.0,1.0,1659.0,7841.0,1999.0,Inactive,400000,2024-04-30T00:00:00.000Z,2024-05-04T00:00:00.000Z,2024-05-01T00:00:00.000Z,2024-05-03T00:00:00.000Z,4
"2288-W-1610-N,-Lehi,-UT-84043","2288 W 1610 N, Lehi, UT 84043",2288 W 1610 N,,Lehi,UT,84043,Utah,40.407682,-111.886365,Single Family,5.0,3.0,1790.0,9583.0,1999.0,Inactive,489900,2024-04-30T00:00:00.000Z,2024-05-04T00:00:00.000Z,2024-05-01T00:00:00.000Z,2024-05-03T00:00:00.000Z,4
"566-W-1875-S,-Lehi,-UT-84043","566 W 1875 S, Lehi, UT 84043",566 W 1875 S,,Lehi,UT,84043,Utah,40.36679,-111.858709,Single Family,3.0,2.5,1845.0,6098.0,2005.0,Inactive,515000,2024-04-30T00:00:00.000Z,2024-05-04T00:00:00.000Z,2024-05-01T00:00:00.000Z,2024-05-03T00:00:00.000Z,4
"875-Rio-Virgin-Dr,-Unit-220,-Saint-George,-UT-84790","875 Rio Virgin Dr, Unit 220, Saint George, UT 84790",875 Rio Virgin Dr,Unit 220,Saint George,UT,84790,Washington,37.060075,-113.599628,Townhouse,2.0,2.0,1696.0,3049.0,1992.0,Inactive,360000,2024-04-30T00:00:00.000Z,2024-05-04T00:00:00.000Z,2024-05-01T00:00:00.000Z,2024-05-03T00:00:00.000Z,4
"2220-E-Murray-Holladay-Rd,-Apt-106,-Holladay,-UT-84117","2220 E Murray Holladay Rd, Apt 106, Holladay, UT 84117",2220 E Murray Holladay Rd,Apt 106,Holladay,UT,84117,Salt Lake,40.666953,-111.826957,Condo,2.0,1.0,870.0,436.0,1964.0,Inactive,350000,2024-04-30T00:00:00.000Z,2024-05-04T00:00:00.000Z,2024-05-02T00:00:00.000Z,2024-05-03T00:00:00.000Z,4
"175-N-3830-N,-West-Point,-UT-84015","175 N 3830 N, West Point, UT 84015",175 N 3830 N,,West Point,UT,84015,Davis,41.116187,-112.099729,Single Family,2.0,2.0,1738.0,,2021.0,Inactive,449755,2024-05-01T00:00:00.000Z,2024-05-04T00:00:00.000Z,2023-02-15T00:00:00.000Z,2024-05-03T00:00:00.000Z,3
"1458-N-300-W,-Sunset,-UT-84015","1458 N 300 W, Sunset, UT 84015",1458 N 300 W,,Sunset,UT,84015,Davis,41.134969,-112.031591,Single Family,3.0,1.0,1647.0,8276.0,1954.0,Inactive,324900,2024-05-01T00:00:00.000Z,2024-05-04T00:00:00.000Z,2024-05-01T00:00:00.000Z,2024-05-03T00:00:00.000Z,3
"4434-W-5295-S,-Salt-Lake-City,-UT-84118","4434 W 5295 S, Salt Lake City, UT 84118",4434 W 5295 S,,Salt Lake City,UT,84118,Salt Lake,40.655128,-111.996726,Single Family,2.0,1.0,1075.0,7841.0,1956.0,Inactive,375000,2024-05-01T00:00:00.000Z,2024-05-04T00:00:00.000Z,2024-05-02T00:00:00.000Z,2024-05-03T00:00:00.000Z,3
"618-W-3300-S,-Bountiful,-UT-84010","618 W 3300 S, Bountiful, UT 84010",618 W 3300 S,,Bountiful,UT,84010,Davis,40.853968,-111.895783,Single Family,5.0,1.0,1857.0,13504.0,1953.0,Inactive,465000,2024-05-01T00:00:00.000Z,2024-05-04T00:00:00.000Z,2024-05-02T00:00:00.000Z,2024-05-03T00:00:00.000Z,3
"1240-S-1575-W,-Syracuse,-UT-84075","1240 S 1575 W, Syracuse, UT 84075",1240 S 1575 W,,Syracuse,UT,84075,Davis,41.095865,-112.056779,Single Family,5.0,3.5,3748.0,10454.0,2009.0,Inactive,635000,2024-05-01T00:00:00.000Z,2024-05-04T00:00:00.000Z,2024-05-02T00:00:00.000Z,2024-05-03T00:00:00.000Z,3
"14858-S-Springtime-Rd,-Draper,-UT-84020","14858 S Springtime Rd, Draper, UT 84020",14858 S Springtime Rd,,Draper,UT,84020,Utah,40.48184,-111.826658,Single Family,4.0,2.5,4218.0,11761.0,2019.0,Inactive,875000,2024-05-01T00:00:00.000Z,2024-05-04T00:00:00.000Z,2024-05-02T00:00:00.000Z,2024-05-03T00:00:00.000Z,3
"1145-W-Hidden-Dr,---339,-Santaquin,-UT-84655","1145 W Hidden Dr, # 339, Santaquin, UT 84655",1145 W Hidden Dr,# 339,Santaquin,UT,84655,Utah,39.955429,-111.809311,Townhouse,3.0,2.5,2187.0,871.0,2024.0,Inactive,400990,2024-05-01T00:00:00.000Z,2024-05-04T00:00:00.000Z,2024-05-02T00:00:00.000Z,2024-05-03T00:00:00.000Z,3
"1141-W-Hidden-Dr,---338,-Santaquin,-UT-84655","1141 W Hidden Dr, # 338, Santaquin, UT 84655",1141 W Hidden Dr,# 338,Santaquin,UT,84655,Utah,39.955425,-111.809212,Townhouse,4.0,2.5,2248.0,871.0,2024.0,Inactive,405990,2024-05-01T00:00:00.000Z,2024-05-04T00:00:00.000Z,2024-05-02T00:00:00.000Z,2024-05-03T00:00:00.000Z,3
"554-S-Rockwell-Ln,-Unit-1095,-Cedar-City,-UT-84720","554 S Rockwell Ln, Unit 1095, Cedar City, UT 84720",554 S Rockwell Ln,Unit 1095,Cedar City,UT,84720,Iron,37.667863,-113.108491,Townhouse,4.0,2.5,2247.0,871.0,2024.0,Inactive,339990,2024-05-01T00:00:00.000Z,2024-05-04T00:00:00.000Z,2024-05-02T00:00:00.000Z,2024-05-03T00:00:00.000Z,3
"542-S-Rockwell-Ln,-Unit-1097,-Cedar-City,-UT-84720","542 S Rockwell Ln, Unit 1097, Cedar City, UT 84720",542 S Rockwell Ln,Unit 1097,Cedar City,UT,84720,Iron,37.667989,-113.108441,Townhouse,3.0,2.5,2187.0,871.0,2024.0,Inactive,340990,2024-05-01T00:00:00.000Z,2024-05-04T00:00:00.000Z,2024-05-02T00:00:00.000Z,2024-05-03T00:00:00.000Z,3
"546-S-Rockwell-Ln,-Unit-1096,-Cedar-City,-UT-84720","546 S Rockwell Ln, Unit 1096, Cedar City, UT 84720",546 S Rockwell Ln,Unit 1096,Cedar City,UT,84720,Iron,37.667926,-113.108466,Townhouse,3.0,2.5,2187.0,871.0,2024.0,Inactive,334990,2024-05-01T00:00:00.000Z,2024-05-04T00:00:00.000Z,2024-05-02T00:00:00.000Z,2024-05-03T00:00:00.000Z,3
"558-S-Rockwell-Ln,-Unit-1094,-Cedar-City,-UT-84720","558 S Rockwell Ln, Unit 1094, Cedar City, UT 84720",558 S Rockwell Ln,Unit 1094,Cedar City,UT,84720,Iron,37.6678,-113.108516,Townhouse,4.0,2.5,2247.0,871.0,2024.0,Inactive,339990,2024-05-01T00:00:00.000Z,2024-05-04T00:00:00.000Z,2024-05-02T00:00:00.000Z,2024-05-03T00:00:00.000Z,3
"562-S-Rockwell-Ln,-Unit-1092,-Cedar-City,-UT-84720","562 S Rockwell Ln, Unit 1092, Cedar City, UT 84720",562 S Rockwell Ln,Unit 1092,Cedar City,UT,84720,Iron,37.667674,-113.108565,Townhouse,3.0,2.5,2187.0,871.0,2024.0,Inactive,340990,2024-05-01T00:00:00.000Z,2024-05-04T00:00:00.000Z,2024-05-02T00:00:00.000Z,2024-05-03T00:00:00.000Z,3
"5250-S-2800-W,-Sterling,-UT-84665","5250 S 2800 W, Sterling, UT 84665",5250 S 2800 W,,Sterling,UT,84665,Sanpete,39.190758,-111.683453,Single Family,2.0,3.0,3582.0,43560.0,1995.0,Inactive,400000,2024-05-02T00:00:00.000Z,2024-05-04T00:00:00.000Z,2021-12-07T08:43:38.963Z,2024-05-03T00:00:00.000Z,2
"6271-W-Basalt-Cv-S,-West-Jordan,-UT-84081","6271 W Basalt Cv S, West Jordan, UT 84081",6271 W Basalt Cv S,,West Jordan,UT,84081,Salt Lake,40.590559,-112.040283,Single Family,3.0,2.5,4100.0,13504.0,2008.0,Inactive,724999,2024-05-02T00:00:00.000Z,2024-05-04T00:00:00.000Z,2024-05-02T00:00:00.000Z,2024-05-03T00:00:00.000Z,2
"951-E-Parley-Dr,-Unit-2167,-Saratoga-Springs,-UT-84045","951 E Parley Dr, Unit 2167, Saratoga Springs, UT 84045",951 E Parley Dr,Unit 2167,Saratoga Springs,UT,84045,Utah,40.36898,-111.893608,Townhouse,3.0,2.5,2205.0,1307.0,2024.0,Inactive,449990,2024-05-02T00:00:00.000Z,2024-05-04T00:00:00.000Z,2024-05-02T00:00:00.000Z,2024-05-03T00:00:00.000Z,2
"1788-S-Wolverine-Way,-Unit-2235,-Washington,-UT-84780","1788 S Wolverine Way, Unit 2235, Washington, UT 84780",1788 S Wolverine Way,Unit 2235,Washington,UT,84780,Washington,37.105069,-113.457969,Townhouse,3.0,2.5,1555.0,1307.0,2023.0,Inactive,369990,2024-05-02T00:00:00.000Z,2024-05-04T00:00:00.000Z,2024-05-02T00:00:00.000Z,2024-05-03T00:00:00.000Z,2
"1613-S-Ripple-Rock-Dr,-Lot-28,-Washington,-UT-84780","1613 S Ripple Rock Dr, Lot 28, Washington, UT 84780",1613 S Ripple Rock Dr,Lot 28,Washington,UT,84780,Washington,37.108589,-113.459686,Single Family,4.0,2.5,2084.0,5227.0,2024.0,Inactive,502735,2024-05-02T00:00:00.000Z,2024-05-04T00:00:00.000Z,2024-05-02T00:00:00.000Z,2024-05-03T00:00:00.000Z,2
"1526-S-Ripple-Rock-Dr,-Unit-15,-Washington,-UT-84780","1526 S Ripple Rock Dr, Unit 15, Washington, UT 84780",1526 S Ripple Rock Dr,Unit 15,Washington,UT,84780,Washington,37.10997,-113.458374,Single Family,4.0,2.5,2084.0,4356.0,2024.0,Inactive,492145,2024-05-02T00:00:00.000Z,2024-05-04T00:00:00.000Z,2024-05-02T00:00:00.000Z,2024-05-03T00:00:00.000Z,2
"141-E-River-View-Dr,-Saratoga-Springs,-UT-84045","141 E River View Dr, Saratoga Springs, UT 84045",141 E River View Dr,,Saratoga Springs,UT,84045,Utah,40.382371,-111.912962,Townhouse,3.0,2.0,1347.0,871.0,2018.0,Inactive,375000,2024-05-02T00:00:00.000Z,2024-05-04T00:00:00.000Z,2024-05-03T00:00:00.000Z,2024-05-03T00:00:00.000Z,2
"1318-S-Sagehill-Dr,-Unit-366,-Santaquin,-UT-84655","1318 S Sagehill Dr, Unit 366, Santaquin, UT 84655",1318 S Sagehill Dr,Unit 366,Santaquin,UT,84655,Utah,39.954281,-111.795311,Single Family,3.0,2.0,3277.0,6970.0,2024.0,Inactive,544990,2024-05-02T00:00:00.000Z,2024-05-04T00:00:00.000Z,2024-05-03T00:00:00.000Z,2024-05-03T00:00:00.000Z,2
"2212-E-Viscaya-Dr,-Draper,-UT-84020","2212 E Viscaya Dr, Draper, UT 84020",2212 E Viscaya Dr,,Draper,UT,84020,Utah,40.464489,-111.824198,Single Family,4.0,3.0,4808.0,10019.0,2007.0,Inactive,1475000,2024-05-02T00:00:00.000Z,2024-05-04T00:00:00.000Z,2024-05-03T00:00:00.000Z,2024-05-03T00:00:00.000Z,2
"3136-W-Appleton-Dr,-West-Valley-City,-UT-84119","3136 W Appleton Dr, West Valley City, UT 84119",3136 W Appleton Dr,,West Valley City,UT,84119,Salt Lake,40.710929,-111.966458,Single Family,4.0,1.5,1272.0,6098.0,1972.0,Inactive,334900,2024-05-02T00:00:00.000Z,2024-05-04T00:00:00.000Z,2024-05-03T00:00:00.000Z,2024-05-03T00:00:00.000Z,2
"9955-S-Peach-Park-Cv,-South-Jordan,-UT-84095","9955 S Peach Park Cv, South Jordan, UT 84095",9955 S Peach Park Cv,,South Jordan,UT,84095,Salt Lake,40.570424,-111.939488,Single Family,4.0,1.0,1990.0,10890.0,1988.0,Inactive,574900,2024-05-02T00:00:00.000Z,2024-05-04T00:00:00.000Z,2024-05-03T00:00:00.000Z,2024-05-03T00:00:00.000Z,2
"4815-Legacy-Ct,-Park-City,-UT-84060","4815 Legacy Ct, Park City, UT 84060",4815 Legacy Ct,,Park City,UT,84060,Summit,40.630856,-111.492294,Single Family,7.0,10.0,11854.0,121097.0,2025.0,Inactive,27300000,2022-05-02T00:00:00.000Z,2024-05-03T00:00:00.000Z,2022-05-03T12:47:29.838Z,2024-05-02T00:00:00.000Z,732
"21-E-Peters-Springs-Rd,-Monticello,-UT-84535","21 E Peters Springs Rd, Monticello, UT 84535",21 E Peters Springs Rd,,Monticello,UT,84535,San Juan,37.974928,-109.351508,Manufactured,3.0,2.0,1708.0,1697969.0,2005.0,Inactive,630999,2022-11-09T00:00:00.000Z,2024-05-03T00:00:00.000Z,2023-03-07T00:00:00.000Z,2024-05-02T00:00:00.000Z,541
"3196-W-7200-S,-Myton,-UT-84052","3196 W 7200 S, Myton, UT 84052",3196 W 7200 S,,Myton,UT,84052,Duchesne,40.197053,-110.051216,Single Family,3.0,2.5,2928.0,299257.0,1976.0,Inactive,680000,2023-02-14T00:00:00.000Z,2024-05-03T00:00:00.000Z,2022-06-18T07:12:29.088Z,2024-05-02T00:00:00.000Z,444
"1206-E-5000-N,-Cedar-City,-UT-84721","1206 E 5000 N, Cedar City, UT 84721",1206 E 5000 N,,Cedar City,UT,84721,Iron,37.767813,-113.036682,Land,,,,217800.0,,Inactive,265000,2023-02-26T00:00:00.000Z,2024-05-03T00:00:00.000Z,2020-09-15T20:10:47.945Z,2024-05-02T00:00:00.000Z,432
